label,wrist_x,wrist_y,wrist_z,thumb_x,thumb_y,thumb_z,index_x,index_y,index_z,middle_x,middle_y,middle_z,ring_x,ring_y,ring_z,pinky_x,pinky_y,pinky_z
H,0.9770625829696655,0.40111789107322693,4.795801942236722e-07,0.6203003525733948,0.3621807098388672,-0.10204723477363586,0.42163124680519104,0.20569589734077454,-0.17912772297859192,0.38295504450798035,0.29128214716911316,-0.19103965163230896,0.7037395238876343,0.3812611699104309,-0.12482714653015137,0.7263703346252441,0.44157254695892334,-0.11562071740627289
H,0.9022994637489319,0.46467307209968567,3.5771404327533673e-07,0.5779145956039429,0.4138551354408264,-0.06818778812885284,0.4011400640010834,0.30304795503616333,-0.15742149949073792,0.3681431710720062,0.3829057514667511,-0.15292909741401672,0.6483617424964905,0.43614140152931213,-0.08399084210395813,0.6691611409187317,0.493367075920105,-0.07489858567714691
H,0.9591447710990906,0.6671212911605835,4.4668743726106186e-07,0.6481828093528748,0.5504109263420105,-0.06040005758404732,0.45524898171424866,0.48113715648651123,-0.13277322053909302,0.4174654185771942,0.5620216727256775,-0.13479678332805634,0.6985905766487122,0.6091147065162659,-0.07204350084066391,0.7142810821533203,0.6733729243278503,-0.05914567410945892
H,0.8907042145729065,0.7247805595397949,8.432878644271113e-07,0.5514997839927673,0.6542665362358093,-0.0661567747592926,0.33016473054885864,0.5424978733062744,-0.15473440289497375,0.27957597374916077,0.6204493641853333,-0.14847730100154877,0.6110517978668213,0.6951172947883606,-0.06302044540643692,0.6413732171058655,0.7614679932594299,-0.042725712060928345
H,0.9169469475746155,0.5381136536598206,6.330783435259946e-07,0.5962692499160767,0.505540132522583,-0.07787942886352539,0.3960183560848236,0.3117201328277588,-0.16499890387058258,0.34817928075790405,0.3907140791416168,-0.1626594066619873,0.6687588095664978,0.5160749554634094,-0.10066824406385422,0.6950147747993469,0.5796480774879456,-0.08729976415634155
H,0.9067949056625366,0.6265075206756592,5.823726496601012e-07,0.627234160900116,0.5672451257705688,-0.06113997846841812,0.4397297203540802,0.44531288743019104,-0.1401084065437317,0.3990176320075989,0.5179409980773926,-0.13304193317890167,0.6706980466842651,0.6023761034011841,-0.0707126185297966,0.6923752427101135,0.6592750549316406,-0.05923173949122429
H,0.8084186315536499,0.686697244644165,8.162116387211427e-07,0.521809995174408,0.6425805687904358,-0.05339057743549347,0.3117363452911377,0.5371476411819458,-0.11346594244241714,0.26863351464271545,0.6108980178833008,-0.11065641790628433,0.5676087737083435,0.6841599345207214,-0.0563318207859993,0.5908238887786865,0.7409084439277649,-0.03527935594320297
H,0.8225193619728088,0.7323206663131714,6.925400271029503e-07,0.5315113663673401,0.6834915280342102,-0.05826461315155029,0.3627009391784668,0.5941483378410339,-0.1075163409113884,0.32274043560028076,0.6581750512123108,-0.10031456500291824,0.5940188765525818,0.711306095123291,-0.05559876933693886,0.6131958961486816,0.7680602073669434,-0.03149544820189476
H,0.9711486101150513,0.5441766977310181,5.453737230709521e-07,0.6485524773597717,0.4843232333660126,-0.08124496787786484,0.4705110788345337,0.352128803730011,-0.17452272772789001,0.42020997405052185,0.4280156195163727,-0.17810456454753876,0.7190521955490112,0.513425886631012,-0.09960006922483444,0.7380526065826416,0.578200101852417,-0.08824551105499268
I,0.7687506675720215,0.7738065123558044,-5.36341190127132e-07,0.5968225002288818,0.5444191694259644,-0.08762872964143753,0.6533428430557251,0.6270884275436401,-0.08333837985992432,0.6906818747520447,0.6592246294021606,-0.09272470325231552,0.7299647927284241,0.6417223811149597,-0.0714530274271965,0.8058479428291321,0.29765573143959045,-0.07960973680019379
I,0.7226218581199646,0.8974032998085022,-7.848095151530288e-07,0.4997323453426361,0.6329406499862671,-0.11294110864400864,0.5611448287963867,0.7484425902366638,-0.1031721755862236,0.6035147309303284,0.7890177965164185,-0.12699712812900543,0.6538890600204468,0.7759155035018921,-0.10580167919397354,0.7646738290786743,0.31888526678085327,-0.11703759431838989
I,0.7109920382499695,0.9199861288070679,-9.062723052011279e-07,0.4509747326374054,0.6387702822685242,-0.12761659920215607,0.5224305987358093,0.7626627087593079,-0.11249015480279922,0.5726571083068848,0.8109278678894043,-0.14266082644462585,0.6308147311210632,0.7927034497261047,-0.12036369740962982,0.7518119215965271,0.2624530792236328,-0.13274191319942474
I,0.6815164089202881,0.8039488196372986,-7.558724632872327e-07,0.4439893364906311,0.5320772528648376,-0.10563051700592041,0.5085923075675964,0.644980788230896,-0.09737718850374222,0.5557400584220886,0.6814913153648376,-0.11880962550640106,0.6066007614135742,0.6617228984832764,-0.09643343091011047,0.7076762914657593,0.20196068286895752,-0.10945721715688705
I,0.7162666320800781,0.7223204374313354,-5.83929875119793e-07,0.5187895894050598,0.4810413122177124,-0.0901675745844841,0.5795317888259888,0.5621485114097595,-0.08738955855369568,0.6232819557189941,0.5954268574714661,-0.10038770735263824,0.6666843891143799,0.5702747702598572,-0.07632682472467422,0.7402621507644653,0.19742858409881592,-0.08709964901208878
I,0.7034497857093811,0.6966946125030518,-4.234060781982407e-07,0.5302658081054688,0.45263367891311646,-0.08288778364658356,0.5875501036643982,0.5392672419548035,-0.07710650563240051,0.6240503787994385,0.553529679775238,-0.08710817247629166,0.6598785519599915,0.5330187678337097,-0.06492950022220612,0.7762675881385803,0.22118666768074036,-0.08002983778715134
I,0.7199056148529053,0.7059431672096252,-4.0278393953485647e-07,0.5725996494293213,0.48126769065856934,-0.07585722953081131,0.6276882290840149,0.5582178831100464,-0.07391142100095749,0.6605133414268494,0.5769150257110596,-0.07779929041862488,0.6976511478424072,0.5615272521972656,-0.05675977095961571,0.7987299561500549,0.2683654725551605,-0.06732133030891418
I,0.7289681434631348,0.7285958528518677,-3.729004163233185e-07,0.6017476320266724,0.49808967113494873,-0.07562123239040375,0.6533468961715698,0.5729561448097229,-0.07269906252622604,0.6828213930130005,0.6024438738822937,-0.07852423191070557,0.7191833257675171,0.5836857557296753,-0.05785059556365013,0.8267880082130432,0.31368207931518555,-0.067034512758255
I,0.7362967729568481,0.7452908754348755,-3.409045064017846e-07,0.6294333338737488,0.5207700729370117,-0.08079731464385986,0.6767867207527161,0.6013991236686707,-0.0700252577662468,0.7048651576042175,0.6224445700645447,-0.078276626765728,0.7408236265182495,0.608905553817749,-0.056978557258844376,0.8591069579124451,0.360885351896286,-0.06348006427288055
I,0.7346182465553284,0.7094329595565796,-3.266699195592082e-07,0.6132063269615173,0.47495612502098083,-0.07600868493318558,0.6648398637771606,0.5526790618896484,-0.070142462849617,0.6937074661254883,0.5792309045791626,-0.07887784391641617,0.725829541683197,0.561493992805481,-0.05940227583050728,0.8415105938911438,0.3005220890045166,-0.06795573979616165
I,0.7450234293937683,0.7386298775672913,-4.2751119622153055e-07,0.5920494198799133,0.48095130920410156,-0.08642503619194031,0.6499630808830261,0.5681372880935669,-0.08089357614517212,0.6835185289382935,0.5913201570510864,-0.0897190198302269,0.7229575514793396,0.5747225284576416,-0.06724250316619873,0.8532851338386536,0.26833051443099976,-0.07890169322490692
I,0.7421493530273438,0.7644590139389038,-5.166161258784996e-07,0.5670168399810791,0.5023177862167358,-0.09141514450311661,0.628236711025238,0.5906872153282166,-0.0868891030550003,0.6653202176094055,0.6251018047332764,-0.0949079766869545,0.7118768692016602,0.60502028465271,-0.07211381942033768,0.8210631608963013,0.25337401032447815,-0.08240185678005219
I,0.738345205783844,0.7701362371444702,-5.733795092055516e-07,0.5526446104049683,0.5047903656959534,-0.09813282638788223,0.6132884621620178,0.5965246558189392,-0.08910845220088959,0.6538721919059753,0.6322900652885437,-0.10227418690919876,0.699974536895752,0.6055750846862793,-0.07765720039606094,0.797779381275177,0.23545107245445251,-0.08680161088705063
I,0.7211132645606995,0.7873148918151855,-6.670719585599727e-07,0.5216584205627441,0.5150020122528076,-0.10501159727573395,0.5809994339942932,0.6185856461524963,-0.09824991971254349,0.6220940947532654,0.6497966647148132,-0.1129404678940773,0.6695622205734253,0.6262373924255371,-0.08800540119409561,0.7662338018417358,0.22250711917877197,-0.09703250974416733
I,0.652752697467804,0.7654188275337219,-5.805469527331297e-07,0.45561158657073975,0.5111075043678284,-0.08836890012025833,0.5110054016113281,0.6025665998458862,-0.0872572660446167,0.5446867942810059,0.6282304525375366,-0.0999118909239769,0.5864189267158508,0.6052309274673462,-0.0807938426733017,0.6997383832931519,0.24687635898590088,-0.09122058004140854
I,0.6307163238525391,0.7362720966339111,-5.47647630355641e-07,0.45544981956481934,0.5056682825088501,-0.07841778546571732,0.5057325959205627,0.5887004733085632,-0.0765419751405716,0.5371179580688477,0.6124168634414673,-0.08694299310445786,0.5757536292076111,0.5882818698883057,-0.06836505979299545,0.677541196346283,0.26382872462272644,-0.07894789427518845
I,0.6778807640075684,0.7413461208343506,-4.987434749637032e-07,0.527195394039154,0.5210858583450317,-0.08391907066106796,0.5811572670936584,0.5963653326034546,-0.07835699617862701,0.6164352893829346,0.6242019534111023,-0.08416324108839035,0.6528017520904541,0.6012627482414246,-0.060623228549957275,0.7352290153503418,0.2963198125362396,-0.06897949427366257
I,0.7208445072174072,0.7722594141960144,-4.4341692273519584e-07,0.5891990661621094,0.5640357732772827,-0.08428728580474854,0.6448106169700623,0.6359061598777771,-0.0756615549325943,0.6769634485244751,0.668047308921814,-0.08752478659152985,0.7125759720802307,0.6451389789581299,-0.06498196721076965,0.7904745936393738,0.3502400517463684,-0.06791654229164124
I,0.7512919306755066,0.8093512654304504,-4.2671632627389045e-07,0.640487790107727,0.6204383969306946,-0.08391904830932617,0.6897379159927368,0.6853573322296143,-0.07579532265663147,0.7242085933685303,0.7166537046432495,-0.08210637420415878,0.7552614212036133,0.7004153728485107,-0.06325796991586685,0.8177455067634583,0.41026031970977783,-0.06180369853973389
I,0.783778727054596,0.7984336614608765,-3.636916972027393e-07,0.679364025592804,0.6045476198196411,-0.08464036881923676,0.730488657951355,0.6799392700195312,-0.07301171869039536,0.7631208300590515,0.704108476638794,-0.07685279846191406,0.795951783657074,0.678674578666687,-0.0561617836356163,0.8506101369857788,0.41289442777633667,-0.05460576340556145
I,0.7317790389060974,0.7944806814193726,-6.565173293893167e-07,0.520832359790802,0.5602576732635498,-0.11086775362491608,0.5967183709144592,0.6489350199699402,-0.10095001012086868,0.6425693035125732,0.6863015294075012,-0.11637017130851746,0.6899445056915283,0.6495161056518555,-0.09003262966871262,0.7613438367843628,0.24687141180038452,-0.0983462855219841
I,0.7359313368797302,0.8373985290527344,-7.653601414858713e-07,0.5093979835510254,0.5875792503356934,-0.12016241252422333,0.5889409184455872,0.6888550519943237,-0.0985872745513916,0.6388453841209412,0.7266966104507446,-0.12513196468353271,0.6905279755592346,0.6888637542724609,-0.09882987290620804,0.769568920135498,0.242301344871521,-0.10730815678834915
I,0.7330153584480286,0.7086082696914673,-5.551092385758238e-07,0.5193926095962524,0.4256952404975891,-0.11382055282592773,0.6014530062675476,0.5269946455955505,-0.10986784100532532,0.6485985517501831,0.562018871307373,-0.1103513166308403,0.6950973868370056,0.5258930325508118,-0.08010027557611465,0.7726929187774658,0.11759191751480103,-0.08553672581911087
I,0.6886508464813232,0.7011972665786743,-5.922240688960301e-07,0.4667845368385315,0.4217391312122345,-0.10107633471488953,0.542265772819519,0.513800859451294,-0.09847118705511093,0.5849267244338989,0.5499987602233887,-0.1082705706357956,0.631746768951416,0.5116983652114868,-0.0844523161649704,0.7191862463951111,0.10605192184448242,-0.09026307612657547
I,0.7122489809989929,0.7131863832473755,-6.15152259797469e-07,0.48761940002441406,0.4538472592830658,-0.08981876075267792,0.5729607343673706,0.5198157429695129,-0.09270796179771423,0.6198510527610779,0.5637834072113037,-0.09894292056560516,0.6690870523452759,0.5370725393295288,-0.07425107806921005,0.7377484440803528,0.1421913504600525,-0.0825924426317215
I,0.7733245491981506,0.7338974475860596,-5.580520792136667e-07,0.5984799265861511,0.4837166965007782,-0.10400942713022232,0.6764324903488159,0.5613216757774353,-0.09764134883880615,0.7192965149879456,0.6021869778633118,-0.1028948426246643,0.7625523805618286,0.5716131329536438,-0.07264873385429382,0.8189661502838135,0.2064259648323059,-0.07406815886497498
I,0.7880871295928955,0.7399770021438599,-4.790127832166036e-07,0.6271936893463135,0.5022420883178711,-0.10788263380527496,0.7025780081748962,0.5823097825050354,-0.09701520949602127,0.742739737033844,0.6166699528694153,-0.1022094190120697,0.7822615504264832,0.5890095233917236,-0.07112184911966324,0.8408868908882141,0.23827838897705078,-0.07230155169963837
I,0.7892025709152222,0.7471413612365723,-4.864006655225239e-07,0.6324175000190735,0.5084359645843506,-0.10432717204093933,0.7045571804046631,0.5921167135238647,-0.09516150504350662,0.7429364919662476,0.623938798904419,-0.10041847825050354,0.7830100059509277,0.598793625831604,-0.06994171440601349,0.8442721366882324,0.25155431032180786,-0.07025911659002304
I,0.7985883951187134,0.7757343649864197,-4.340554937698471e-07,0.6508724093437195,0.530206024646759,-0.09871073067188263,0.7220113277435303,0.6114380359649658,-0.09184179455041885,0.7585313320159912,0.651972770690918,-0.09481934458017349,0.800916314125061,0.6287434101104736,-0.06597963720560074,0.8834784626960754,0.29408252239227295,-0.06891343742609024
I,0.7999101281166077,0.7650678753852844,-4.326441569446615e-07,0.6492577791213989,0.5228402018547058,-0.09506803750991821,0.7212982177734375,0.6037365198135376,-0.08846283704042435,0.7575259208679199,0.6381090879440308,-0.09289351105690002,0.7992913126945496,0.6176632642745972,-0.06710575520992279,0.8834976553916931,0.28244224190711975,-0.07100656628608704
I,0.7807023525238037,0.733361005783081,-4.097181260931393e-07,0.6247197389602661,0.4755149781703949,-0.08480767160654068,0.6890021562576294,0.5592126250267029,-0.07794645428657532,0.7257850766181946,0.5864476561546326,-0.08357280492782593,0.7661340236663818,0.5697240233421326,-0.06062258034944534,0.8586200475692749,0.24202856421470642,-0.06487070769071579
I,0.7407882213592529,0.7097270488739014,-3.8090780662969337e-07,0.5787901878356934,0.43520528078079224,-0.08418146520853043,0.6399588584899902,0.5194647312164307,-0.07723403722047806,0.6790719032287598,0.5497100353240967,-0.08173742145299911,0.7203090190887451,0.5199123024940491,-0.060736194252967834,0.841860294342041,0.21386992931365967,-0.07278553396463394
M,0.6908950209617615,0.6236386895179749,-6.189661689859349e-07,0.7618773579597473,0.3638172149658203,-0.08692951500415802,0.5926504135131836,0.4649769067764282,-0.1187693327665329,0.6321884393692017,0.4786715805530548,-0.1012774184346199,0.678250253200531,0.46274805068969727,-0.0789809599518776,0.7229083776473999,0.5365269780158997,-0.07849359512329102
M,0.6833942532539368,0.6027737855911255,-5.903635837967158e-07,0.7501389980316162,0.3420982360839844,-0.08959699422121048,0.5835363864898682,0.4399902820587158,-0.12489909678697586,0.624661386013031,0.4553362727165222,-0.1034194678068161,0.6699373126029968,0.4454944431781769,-0.07749452441930771,0.7194312214851379,0.5119993686676025,-0.07901407033205032
M,0.7323412299156189,0.5402607321739197,-5.670041787197988e-07,0.8129525184631348,0.25709664821624756,-0.08155905455350876,0.6487468481063843,0.35870033502578735,-0.12077964842319489,0.6900917887687683,0.3663208484649658,-0.10701128095388412,0.7363687753677368,0.34742459654808044,-0.0892120823264122,0.7770035862922668,0.4456407427787781,-0.09019237756729126
M,0.7271753549575806,0.6682447791099548,-5.536782623494219e-07,0.8266885280609131,0.4373908042907715,-0.08153249323368073,0.6635181903839111,0.5117188096046448,-0.11804895848035812,0.7028846740722656,0.5288516879081726,-0.1039520651102066,0.7486546039581299,0.511332094669342,-0.08403535932302475,0.7759475111961365,0.6057848930358887,-0.08489398658275604
M,0.7509028315544128,0.7749396562576294,-4.5887961164226e-07,0.860662579536438,0.5824353098869324,-0.08602064847946167,0.7059849500656128,0.6403098702430725,-0.12022331357002258,0.7393279075622559,0.6589644551277161,-0.09926729649305344,0.7796186804771423,0.6598035097122192,-0.07374957948923111,0.8078071475028992,0.7219042181968689,-0.07772237807512283
M,0.6417176723480225,0.7638373374938965,-5.93474965171481e-07,0.6990991830825806,0.5130772590637207,-0.0890219509601593,0.5407110452651978,0.6134195327758789,-0.12269299477338791,0.5786110162734985,0.6306150555610657,-0.1038438156247139,0.6229776740074158,0.6128079891204834,-0.07844264805316925,0.674985945224762,0.6920283436775208,-0.07525330036878586
M,0.5931746363639832,0.5992652773857117,-5.955974984317436e-07,0.6196457743644714,0.2885628938674927,-0.08952803164720535,0.4667678475379944,0.43033772706985474,-0.12311582267284393,0.5062187910079956,0.4348137676715851,-0.10430224984884262,0.5435268878936768,0.39774465560913086,-0.09078534692525864,0.6117497682571411,0.5111181139945984,-0.08863192051649094
M,0.6405096054077148,0.5731668472290039,-4.7248909140762407e-07,0.6891034245491028,0.3152506351470947,-0.07011944055557251,0.551909863948822,0.4106632471084595,-0.09668099135160446,0.584467887878418,0.41985830664634705,-0.09082529693841934,0.6216407418251038,0.40249377489089966,-0.07958082854747772,0.6704295873641968,0.4915805459022522,-0.07856768369674683
M,0.5936009883880615,0.6519464254379272,-4.3807639826809464e-07,0.6322199106216431,0.4253709316253662,-0.060125455260276794,0.5116350650787354,0.511124849319458,-0.08362211287021637,0.5432734489440918,0.523006796836853,-0.07637068629264832,0.577376127243042,0.5031298995018005,-0.06362258642911911,0.6182980537414551,0.5824531316757202,-0.06278393417596817
M,0.6931400299072266,0.7348793148994446,-4.103420963019744e-07,0.744868814945221,0.531112551689148,-0.06478866189718246,0.6303693652153015,0.6113860607147217,-0.0926792100071907,0.6589569449424744,0.6188017725944519,-0.08446165919303894,0.6943948268890381,0.6043838858604431,-0.06888137012720108,0.7293899655342102,0.672819972038269,-0.06880854815244675
M,0.8182656168937683,0.5625173449516296,-4.497202610309614e-07,0.8681514263153076,0.3133885860443115,-0.07031602412462234,0.7356187701225281,0.41657933592796326,-0.0998987928032875,0.766712486743927,0.4207664728164673,-0.09380460530519485,0.8042750954627991,0.3985493779182434,-0.08123771846294403,0.8534017205238342,0.4861798584461212,-0.08100391179323196
N,0.7363979816436768,0.5103057026863098,-3.7699751942454895e-07,0.7492009997367859,0.24143022298812866,-0.06373715400695801,0.6579580903053284,0.3402388095855713,-0.09594933688640594,0.6910040974617004,0.3443809151649475,-0.0881621390581131,0.7338589429855347,0.439784973859787,-0.06013689935207367,0.7735933661460876,0.4175448417663574,-0.04233487322926521
N,0.6678839325904846,0.6134669780731201,-4.0471223883287166e-07,0.6744803786277771,0.34806475043296814,-0.06860927492380142,0.5870568752288818,0.45804911851882935,-0.10177108645439148,0.6178483963012695,0.46417391300201416,-0.08766040205955505,0.6590368747711182,0.5501055717468262,-0.05618220195174217,0.6985939145088196,0.5293707251548767,-0.04194004833698273
N,0.6312999725341797,0.7717618346214294,-5.426798566077196e-07,0.6213857531547546,0.485660582780838,-0.0716138631105423,0.5281819105148315,0.607960045337677,-0.10504201054573059,0.5615687370300293,0.6065753698348999,-0.08904687315225601,0.6160895824432373,0.7008954882621765,-0.054453831166028976,0.6614534854888916,0.6719231605529785,-0.04547624662518501
N,0.6203173398971558,0.8995653390884399,-5.870291488463408e-07,0.6022992730140686,0.5847381949424744,-0.06527350097894669,0.5099849700927734,0.7171841859817505,-0.10131710022687912,0.5412064790725708,0.7203681468963623,-0.08809402585029602,0.5978245735168457,0.8188958764076233,-0.05210775509476662,0.6496288776397705,0.7821808457374573,-0.0463266521692276
N,0.6032893061637878,0.6820653676986694,-5.628295411952422e-07,0.5634829998016357,0.34114599227905273,-0.06938762962818146,0.47128307819366455,0.48490047454833984,-0.10869817435741425,0.5053608417510986,0.47376033663749695,-0.09666761755943298,0.5777216553688049,0.5936000943183899,-0.06211671605706215,0.6247158646583557,0.5537086129188538,-0.04619966074824333
N,0.6358084678649902,0.5290931463241577,-4.054794828789454e-07,0.6089254021644592,0.2014930546283722,-0.053886186331510544,0.524017333984375,0.31536224484443665,-0.09639735519886017,0.5574924349784851,0.29618406295776367,-0.08566565066576004,0.6240813732147217,0.43261653184890747,-0.06135859712958336,0.669498860836029,0.39814165234565735,-0.04676399752497673
N,0.725063681602478,0.45613962411880493,-2.638076068706141e-07,0.7265428304672241,0.14602237939834595,-0.04557173326611519,0.6428643465042114,0.25372886657714844,-0.0880022868514061,0.6778624057769775,0.23064284026622772,-0.08074982464313507,0.7235747575759888,0.3600926399230957,-0.04918791726231575,0.7643350958824158,0.33239370584487915,-0.03995775058865547
N,0.7575951218605042,0.4403330683708191,-2.1568162367202603e-07,0.7582203149795532,0.17604568600654602,-0.03461506962776184,0.6891211271286011,0.2569492757320404,-0.07062135636806488,0.7205674648284912,0.23684801161289215,-0.06628912687301636,0.7590948939323425,0.3573150336742401,-0.040149539709091187,0.7954943180084229,0.33301758766174316,-0.03144744411110878
N,0.7701480388641357,0.563397228717804,-2.7195915208722e-07,0.7886300683021545,0.31739234924316406,-0.04470803216099739,0.7186851501464844,0.4004521369934082,-0.07326395809650421,0.7451925277709961,0.3924744427204132,-0.06494364887475967,0.7777104377746582,0.4901980757713318,-0.042704012244939804,0.8097106218338013,0.4708676040172577,-0.030207905918359756
N,0.7087517380714417,0.6948521137237549,-3.161413530960999e-07,0.7159426212310791,0.45591655373573303,-0.059732310473918915,0.6476993560791016,0.5504973530769348,-0.08921641856431961,0.676668643951416,0.5541821718215942,-0.07737673819065094,0.7137059569358826,0.6317577362060547,-0.050100672990083694,0.7461183667182922,0.6080005764961243,-0.03473499417304993
M,0.7285752892494202,0.7743178606033325,-6.782628361179377e-07,0.7884812355041504,0.4640653729438782,-0.09054499864578247,0.6160352230072021,0.5935714244842529,-0.12876592576503754,0.661811113357544,0.5939388871192932,-0.10923130810260773,0.711132287979126,0.5777822732925415,-0.08736440539360046,0.7657216191291809,0.6701910495758057,-0.08791592717170715
M,0.6328204870223999,0.7109783887863159,-6.022787033543864e-07,0.6675421595573425,0.37895864248275757,-0.08838798850774765,0.5062849521636963,0.5317040681838989,-0.11772637814283371,0.5459804534912109,0.5232235789299011,-0.10201650112867355,0.5907008647918701,0.5009282827377319,-0.08953965455293655,0.651382565498352,0.5934483408927917,-0.08546117693185806
M,0.5687435269355774,0.6403307318687439,-6.336492219816137e-07,0.5844457745552063,0.30574432015419006,-0.08185465633869171,0.4293726086616516,0.4565943479537964,-0.11332660913467407,0.4709322154521942,0.45121335983276367,-0.10186146944761276,0.5189871191978455,0.42178788781166077,-0.09225758910179138,0.5890595316886902,0.5175812840461731,-0.09014011174440384
M,0.7389187812805176,0.6420892477035522,-5.461620276037138e-07,0.8112683296203613,0.30740243196487427,-0.08186192810535431,0.6470458507537842,0.43787339329719543,-0.12375817447900772,0.6886399984359741,0.42937251925468445,-0.11926908791065216,0.7437725067138672,0.41129738092422485,-0.10829877108335495,0.7947329878807068,0.521501362323761,-0.10691379010677338
M,0.7418848872184753,0.7586370706558228,-4.63244390402906e-07,0.8241971731185913,0.4898667335510254,-0.07826915383338928,0.6808969974517822,0.5911641120910645,-0.11484595388174057,0.7152482271194458,0.5921184420585632,-0.10726665705442429,0.7598326206207275,0.5866507887840271,-0.09181949496269226,0.7911229729652405,0.6710400581359863,-0.09571214020252228
O,0.7515254020690918,0.6118066906929016,-6.438061745939194e-07,0.5315503478050232,0.3570476472377777,-0.021293720230460167,0.5281896591186523,0.285616934299469,-0.02150809019804001,0.5291697382926941,0.2898038327693939,-0.049561332911252975,0.5386887788772583,0.30797278881073,-0.06503764539957047,0.5596169829368591,0.3220723271369934,-0.08225738257169724
O,0.7051306366920471,0.5830603837966919,-5.36863922206976e-07,0.5004531741142273,0.34272098541259766,-0.00834618229418993,0.49673405289649963,0.2760206162929535,-0.008623341098427773,0.49505650997161865,0.27157601714134216,-0.03343375399708748,0.5039267539978027,0.29184943437576294,-0.050852179527282715,0.5244746208190918,0.3081248104572296,-0.06923407316207886
O,0.6446674466133118,0.6816908717155457,-7.711224725426291e-07,0.4151151180267334,0.4444659948348999,-0.012391584925353527,0.4101333022117615,0.3733270466327667,-0.03904091194272041,0.4050027132034302,0.38090580701828003,-0.04362257570028305,0.4078253507614136,0.39674752950668335,-0.05494532734155655,0.41708940267562866,0.4142526686191559,-0.07693061232566833
O,0.5767766237258911,0.7791507840156555,-7.832557571418874e-07,0.3235188126564026,0.5746628046035767,-0.013777664862573147,0.31275463104248047,0.4956696927547455,-0.04421962425112724,0.30761197209358215,0.5188835263252258,-0.05488516762852669,0.3111720681190491,0.5390323400497437,-0.061358097940683365,0.3255317509174347,0.5572156310081482,-0.07452187687158585
O,0.6643289923667908,0.570613443851471,-4.19431387399527e-07,0.4532349407672882,0.33040785789489746,0.004054884426295757,0.44752997159957886,0.2901526391506195,0.02135765366256237,0.45308583974838257,0.2684932351112366,-0.009191715158522129,0.46495476365089417,0.27082496881484985,-0.031899578869342804,0.4755415916442871,0.28106915950775146,-0.0519232377409935
O,0.7261579632759094,0.4851635694503784,-3.286769469923456e-07,0.5380158424377441,0.23586705327033997,-0.026458393782377243,0.5326701998710632,0.19263064861297607,-0.019269175827503204,0.5431407690048218,0.16929981112480164,-0.030163446441292763,0.5611381530761719,0.16838130354881287,-0.03421648591756821,0.5777865648269653,0.1768271028995514,-0.04610709100961685
O,0.7795951962471008,0.5432676076889038,-3.9430190668099385e-07,0.6183576583862305,0.29614195227622986,-0.05075060576200485,0.6165472865104675,0.257779985666275,-0.041892025619745255,0.6300805807113647,0.23740845918655396,-0.046431392431259155,0.647728443145752,0.24426980316638947,-0.04849450662732124,0.6690097451210022,0.25603336095809937,-0.05688586086034775
O,0.7023962140083313,0.6492988467216492,-5.567607104239869e-07,0.5012873411178589,0.41385504603385925,-0.008343650959432125,0.4999464750289917,0.34682899713516235,-0.01041859295219183,0.500066876411438,0.3506484627723694,-0.034577202051877975,0.5103338956832886,0.3636212646961212,-0.051169510930776596,0.5261463522911072,0.37462201714515686,-0.07299912720918655
O,0.655411422252655,0.7522155046463013,-7.492127451769193e-07,0.4268065094947815,0.5398705005645752,-0.018932456150650978,0.42097344994544983,0.4707251489162445,-0.037095777690410614,0.4190640449523926,0.4790624976158142,-0.04928923025727272,0.4221566617488861,0.4953870177268982,-0.060751188546419144,0.4356975555419922,0.5100592970848083,-0.08211594820022583
O,0.6362700462341309,0.8262301683425903,-7.667134696021094e-07,0.39564836025238037,0.6339753866195679,-0.024976838380098343,0.38371238112449646,0.5595272779464722,-0.054446831345558167,0.38292497396469116,0.5691404938697815,-0.05781775712966919,0.38680189847946167,0.5887797474861145,-0.0668998435139656,0.3991585671901703,0.607673168182373,-0.08476369082927704
O,0.7677559852600098,0.6285812854766846,-5.30727561454114e-07,0.5874723792076111,0.36100664734840393,-0.025762755423784256,0.5917503833770752,0.31122416257858276,-0.019527705386281013,0.5929948687553406,0.3054443895816803,-0.04062608629465103,0.6050256490707397,0.31853824853897095,-0.05798066034913063,0.6257553100585938,0.3417084217071533,-0.07429236173629761
O,0.8809791803359985,0.53969407081604,-4.6328912617354945e-07,0.6726383566856384,0.33343085646629333,-0.008790130726993084,0.6675379872322083,0.28260624408721924,-0.0037351257633417845,0.6723043918609619,0.27137744426727295,-0.024428274482488632,0.6864495873451233,0.2818780243396759,-0.03889203071594238,0.7055721282958984,0.293878972530365,-0.055219948291778564
O,0.9027084112167358,0.4536830186843872,-3.712440559411334e-07,0.6969418525695801,0.25162678956985474,-0.03018510527908802,0.6904253959655762,0.20970332622528076,-0.016795050352811813,0.6970058083534241,0.1908314973115921,-0.025510577484965324,0.7132526636123657,0.19710689783096313,-0.0327613390982151,0.7308688163757324,0.20579233765602112,-0.04559563100337982
O,0.8007213473320007,0.558436393737793,-5.529032591766736e-07,0.59501051902771,0.40349069237709045,-0.020100358873605728,0.5871697068214417,0.3513774275779724,-0.02688346989452839,0.5861129760742188,0.3530442714691162,-0.04148722440004349,0.5935584306716919,0.3632001280784607,-0.0509706474840641,0.609192967414856,0.37045469880104065,-0.06373530626296997
