label,pt1_x,pt1_y,pt1_z,pt2_x,pt2_y,pt2_z,pt3_x,pt3_y,pt3_z,pt4_x,pt4_y,pt4_z,pt5_x,pt5_y,pt5_z,pt6_x,pt6_y,pt6_z,pt7_x,pt7_y,pt7_z,pt8_x,pt8_y,pt8_z,pt9_x,pt9_y,pt9_z,pt10_x,pt10_y,pt10_z,pt11_x,pt11_y,pt11_z,pt12_x,pt12_y,pt12_z,pt13_x,pt13_y,pt13_z,pt14_x,pt14_y,pt14_z,pt15_x,pt15_y,pt15_z,pt16_x,pt16_y,pt16_z,pt17_x,pt17_y,pt17_z,pt18_x,pt18_y,pt18_z,pt19_x,pt19_y,pt19_z,pt20_x,pt20_y,pt20_z
H,-0.042587339878082275,-0.10625970363616943,0.003716063920990109,-0.13231319189071655,-0.14998236298561096,-0.01053185737447393,-0.21762984991073608,-0.10865870118141174,-0.024323688584729553,-0.264646053314209,-0.05182573199272156,-0.03948222822265279,-0.1580556035041809,-0.2008386254310608,-0.05917799449281347,-0.27806395292282104,-0.19036640226840973,-0.0872795318694557,-0.34393733739852905,-0.1865752935409546,-0.10458165011124265,-0.4005420207977295,-0.1825924813747406,-0.11567053547815931,-0.1619909405708313,-0.11978143453598022,-0.07200990221218717,-0.29229068756103516,-0.12310358881950378,-0.09508666000084531,-0.36915409564971924,-0.12894824147224426,-0.10595405450777662,-0.42860865592956543,-0.12745922803878784,-0.11679900041536939,-0.1645747423171997,-0.03722524642944336,-0.0790191849203552,-0.27738380432128906,-0.025258153676986694,-0.09117476991133344,-0.2432432770729065,-0.029307514429092407,-0.07404400012211454,-0.2039201855659485,-0.030147790908813477,-0.06108180037455213,-0.16420429944992065,0.03675734996795654,-0.08572522154764783,-0.24360507726669312,0.02789643406867981,-0.08836800209002149,-0.21812766790390015,0.019862443208694458,-0.06918809166865003,-0.1888514757156372,0.014307528734207153,-0.05393565050081861
H,-0.043267905712127686,-0.10942628979682922,-0.006472643317977145,-0.12851977348327637,-0.16237354278564453,-0.02333763599614258,-0.20968514680862427,-0.13958445191383362,-0.03775409966925736,-0.2563285231590271,-0.0858089029788971,-0.053531583251754,-0.14992856979370117,-0.1828020215034485,-0.06827324614147301,-0.272444486618042,-0.17090854048728943,-0.09442312255720253,-0.3362346887588501,-0.16009658575057983,-0.106285080166856,-0.3903900980949402,-0.15121161937713623,-0.11249022916177864,-0.15562385320663452,-0.09784337878227234,-0.07762950644115563,-0.2885092496871948,-0.0953475832939148,-0.10115264341453667,-0.3633483648300171,-0.10137265920639038,-0.1065483836851513,-0.4197579622268677,-0.10122224688529968,-0.1114326192460453,-0.1588154435157776,-0.01633131504058838,-0.08256812378982659,-0.27529406547546387,-0.020650804042816162,-0.10016476348260994,-0.2505176067352295,-0.03850823640823364,-0.08583351955036278,-0.21259939670562744,-0.04077744483947754,-0.07243216023067589,-0.16006594896316528,0.05463361740112305,-0.0877158789358532,-0.24710118770599365,0.030169963836669922,-0.09725023791412468,-0.2314407229423523,0.00857311487197876,-0.08234686389783974,-0.20463263988494873,0.0015243887901306152,-0.06862045064787026
H,-0.041449904441833496,-0.11036622524261475,-0.01066908125457644,-0.12363666296005249,-0.15859895944595337,-0.024675818874214883,-0.1990419626235962,-0.12556904554367065,-0.03523447249708056,-0.23904657363891602,-0.07012027502059937,-0.04626803730306506,-0.14440417289733887,-0.16353803873062134,-0.061652968420361276,-0.2620130777359009,-0.15232878923416138,-0.08021651466069102,-0.32132071256637573,-0.1421118974685669,-0.08647833277163386,-0.3720882534980774,-0.1340421438217163,-0.0889830838578689,-0.15343034267425537,-0.08048701286315918,-0.06527195383486628,-0.2775525450706482,-0.07888340950012207,-0.08280088265118479,-0.34689128398895264,-0.08530330657958984,-0.08551802743849635,-0.397708535194397,-0.08735531568527222,-0.08771924932179331,-0.158194899559021,-0.0034941434860229492,-0.06492342312512278,-0.2570406198501587,-0.017148613929748535,-0.07862990607199549,-0.22704893350601196,-0.033532142639160156,-0.0660072367328155,-0.19076097011566162,-0.034342408180236816,-0.053504655851696725,-0.1590108871459961,0.06010168790817261,-0.06499178220209956,-0.22934454679489136,0.027380406856536865,-0.07053365816054225,-0.2069210410118103,0.01055830717086792,-0.0558916356104362,-0.17911207675933838,0.009225428104400635,-0.04266295839724421
H,-0.04661250114440918,-0.10066330432891846,-0.015019542948323306,-0.13240748643875122,-0.14033478498458862,-0.026990347021239813,-0.20442479848861694,-0.09754234552383423,-0.03395728249194008,-0.23723483085632324,-0.03532707691192627,-0.04014689330102783,-0.1552203893661499,-0.12155693769454956,-0.059563065358418044,-0.26890110969543457,-0.12036716938018799,-0.07549162436367851,-0.3254874348640442,-0.11636102199554443,-0.07758541632534843,-0.3725575804710388,-0.10882431268692017,-0.07583336014391762,-0.1637551188468933,-0.042120516300201416,-0.05785937089564186,-0.27992570400238037,-0.052173495292663574,-0.07169278938414436,-0.34766796231269836,-0.05911064147949219,-0.07190134603621345,-0.39667290449142456,-0.05770796537399292,-0.07055583823563438,-0.16578394174575806,0.028255105018615723,-0.052692825385349806,-0.24427074193954468,0.010330021381378174,-0.06099204946400505,-0.21846210956573486,-0.009988248348236084,-0.0498418756210981,-0.18576085567474365,-0.013377964496612549,-0.03800765279771667,-0.16319358348846436,0.08325636386871338,-0.04859252128841263,-0.2101452350616455,0.04760181903839111,-0.04601934779526573,-0.19065850973129272,0.0311506986618042,-0.031848958172815856,-0.16755622625350952,0.0320776104927063,-0.01926589984537941
H,-0.050412654876708984,-0.09969574213027954,-0.009355227325897886,-0.12677395343780518,-0.1442471742630005,-0.016094504718523694,-0.19256097078323364,-0.10846418142318726,-0.019137161646824552,-0.21907320618629456,-0.04938805103302002,-0.02184640323076792,-0.1620984673500061,-0.11702066659927368,-0.04548587915752478,-0.2736425995826721,-0.12332069873809814,-0.05577453491542883,-0.33030110597610474,-0.1207207441329956,-0.05469300491068907,-0.3768939971923828,-0.11230570077896118,-0.05015783277605124,-0.17603182792663574,-0.039871156215667725,-0.043876255725365354,-0.28727513551712036,-0.056882500648498535,-0.048994581078034116,-0.354026734828949,-0.0650673508644104,-0.046879279290180875,-0.40163058042526245,-0.06367814540863037,-0.043367120300274564,-0.17913031578063965,0.0293615460395813,-0.03886993122551985,-0.23811283707618713,0.004579782485961914,-0.03857775298212118,-0.21446633338928223,-0.01329338550567627,-0.030982789446454717,-0.18362480401992798,-0.016175806522369385,-0.022020622019510938,-0.17551934719085693,0.08447879552841187,-0.03473872957084723,-0.20499593019485474,0.0483860969543457,-0.024586940978508665,-0.18735134601593018,0.03328913450241089,-0.011648353983503057,-0.16591602563858032,0.03330475091934204,6.372895467166018e-05
H,-0.05423253774642944,-0.09027230739593506,0.0020939247601177158,-0.13503509759902954,-0.11287769675254822,-0.005188936282650047,-0.20337116718292236,-0.06208595633506775,-0.01241149046342116,-0.24072948098182678,-0.005268990993499756,-0.020574701399311834,-0.17218273878097534,-0.1317560374736786,-0.03670082558761578,-0.2826552093029022,-0.12647667527198792,-0.051093637392625624,-0.34223291277885437,-0.1229293942451477,-0.05460045804153424,-0.3897063732147217,-0.11629176139831543,-0.053290612444982344,-0.1816331148147583,-0.057888299226760864,-0.04347620849381428,-0.299459844827652,-0.05594354867935181,-0.05330026094685536,-0.36857423186302185,-0.06005758047103882,-0.05452984516392689,-0.4188436269760132,-0.06102904677391052,-0.05354943816433888,-0.18089723587036133,0.014095485210418701,-0.04600793440710049,-0.24363774061203003,0.029350459575653076,-0.04879758079420071,-0.2158506214618683,0.020071208477020264,-0.03889749144087773,-0.18482160568237305,0.01517939567565918,-0.02835454177926522,-0.17243951559066772,0.07906931638717651,-0.04836200867663365,-0.20862096548080444,0.07265228033065796,-0.04029349555145245,-0.18537497520446777,0.06264561414718628,-0.02319919635425549,-0.1613253951072693,0.059736430644989014,-0.00827698633889895
H,-0.053227782249450684,-0.0934782326221466,0.026231757763468977,-0.12929511070251465,-0.11442932486534119,0.027004416498982664,-0.19243595004081726,-0.06819173693656921,0.021766123760187384,-0.22262272238731384,-0.006036341190338135,0.01451608950986838,-0.18065771460533142,-0.15490663051605225,-0.01517482620880628,-0.29534828662872314,-0.1453024446964264,-0.026457708861983065,-0.3567901849746704,-0.14539355039596558,-0.02984202333942676,-0.40469470620155334,-0.14239546656608582,-0.029915465575015787,-0.1905825436115265,-0.08717930316925049,-0.03325250425592685,-0.3113310933113098,-0.08619147539138794,-0.04526764207736278,-0.3845410943031311,-0.09130272269248962,-0.05085082777992511,-0.4354307949542999,-0.0938194990158081,-0.05341818982020641,-0.1908341646194458,-0.012389153242111206,-0.04484485515610004,-0.2574073374271393,0.03248167037963867,-0.042941824134743456,-0.22562330961227417,0.03741362690925598,-0.02889166825667644,-0.19287657737731934,0.033380746841430664,-0.016726311829245333,-0.18156680464744568,0.0593591034412384,-0.054868944522297625,-0.22518223524093628,0.07681915163993835,-0.041304510619795565,-0.1972644329071045,0.0744333267211914,-0.01983082720295215,-0.1695709228515625,0.06701043248176575,-0.002311612546748165
H,-0.05004477500915527,-0.09407463669776917,0.015048019320857975,-0.1307307481765747,-0.12788771092891693,0.004531459150058481,-0.2017008662223816,-0.08559820055961609,-0.009972962817954567,-0.23736858367919922,-0.029225975275039673,-0.027513450278746632,-0.16529637575149536,-0.17936773598194122,-0.044756621389495876,-0.2745034098625183,-0.17300328612327576,-0.07297331493984416,-0.33542829751968384,-0.180692657828331,-0.09097850721965983,-0.38480445742607117,-0.1855170875787735,-0.10226337265859797,-0.16546285152435303,-0.11077143251895905,-0.06488997888456538,-0.2870051860809326,-0.11590972542762756,-0.08889330577741816,-0.3597497344017029,-0.12680953741073608,-0.10245907705913737,-0.41335994005203247,-0.13274119794368744,-0.11406794589649394,-0.16236144304275513,-0.03443223237991333,-0.0788207168568249,-0.26118654012680054,-0.0004886090755462646,-0.08921701860319331,-0.2286231517791748,0.0016548633575439453,-0.07198228341232493,-0.1932997703552246,-0.005786865949630737,-0.058788366882907894,-0.1545565128326416,0.03809875249862671,-0.09181381416212275,-0.23198097944259644,0.05345064401626587,-0.09152806204448893,-0.20610153675079346,0.04784402251243591,-0.06947620612274363,-0.1765669584274292,0.035673052072525024,-0.052150815992462185
H,-0.04400676488876343,-0.09210842847824097,-0.004098934220252204,-0.12377595901489258,-0.12582281231880188,-0.013337947992710042,-0.1897752285003662,-0.07936671376228333,-0.021239360427586007,-0.22276151180267334,-0.022937536239624023,-0.030294078966704774,-0.15237325429916382,-0.14040607213974,-0.042011757945743966,-0.25891876220703125,-0.1380135715007782,-0.05968646854731219,-0.31769269704818726,-0.13577446341514587,-0.06716265678974764,-0.36578425765037537,-0.13470298051834106,-0.0695484593567528,-0.16371804475784302,-0.06897509098052979,-0.046407600497929025,-0.27197039127349854,-0.0736926794052124,-0.05863611922237055,-0.335848867893219,-0.0794554352760315,-0.0627445071992554,-0.3839799165725708,-0.08246612548828125,-0.06532077640864031,-0.1669335961341858,-0.00024431943893432617,-0.047291641688076425,-0.23864978551864624,0.005391895771026611,-0.053718303894726205,-0.21109670400619507,-0.003036201000213623,-0.04487192035290377,-0.18016654253005981,-0.005299568176269531,-0.035561894631115365,-0.16358262300491333,0.06127876043319702,-0.048390199994770455,-0.21235668659210205,0.05137425661087036,-0.04499897510382311,-0.1911531686782837,0.04237455129623413,-0.029897825425592828,-0.1678692102432251,0.04107874631881714,-0.016818673914400506
I,-0.0676913857460022,-0.008986175060272217,-0.02497072681097734,-0.13214713335037231,-0.05562734603881836,-0.04372724308876741,-0.16697531938552856,-0.1143198013305664,-0.06401970028190362,-0.1746056079864502,-0.18289023637771606,-0.07865796773938882,-0.1335720419883728,-0.17035818099975586,-0.010541220896527648,-0.15958958864212036,-0.2395959496498108,-0.045034928016946196,-0.1441819667816162,-0.20397406816482544,-0.06399193941859949,-0.12375038862228394,-0.15246295928955078,-0.06985694705753076,-0.09413480758666992,-0.1951393485069275,-0.012328838699147582,-0.11472046375274658,-0.2533738613128662,-0.057125100635573745,-0.10027027130126953,-0.18230867385864258,-0.07524662255553949,-0.08540099859237671,-0.119720458984375,-0.07672860264091241,-0.050524890422821045,-0.21243488788604736,-0.019760543250129103,-0.07278174161911011,-0.2844237685203552,-0.05995886563567865,-0.06944435834884644,-0.22204887866973877,-0.06400011270551431,-0.0626949667930603,-0.16213244199752808,-0.05528795509843576,-0.007214784622192383,-0.21977579593658447,-0.029022020988747954,-0.010066568851470947,-0.3054562211036682,-0.05493832915334451,-0.01181107759475708,-0.36136648058891296,-0.06354366033582437,-0.016166269779205322,-0.41363728046417236,-0.06374037056474435
I,-0.06927812099456787,-0.010426640510559082,-0.023754507800347824,-0.13071417808532715,-0.059549689292907715,-0.040806876992590446,-0.1642627716064453,-0.12275928258895874,-0.06013500553906681,-0.16950833797454834,-0.19110095500946045,-0.07469952342451336,-0.13256067037582397,-0.16447532176971436,-0.004401896180368681,-0.15695643424987793,-0.2394588589668274,-0.03978767481983425,-0.14512932300567627,-0.22426563501358032,-0.060762880867130775,-0.1254633665084839,-0.18104064464569092,-0.06746314701975109,-0.09259462356567383,-0.19124054908752441,-0.006714539633847494,-0.11234676837921143,-0.2567947208881378,-0.05221903932631733,-0.0950663685798645,-0.19924795627593994,-0.07290762898863079,-0.07923901081085205,-0.14104515314102173,-0.07576939699590923,-0.050053179264068604,-0.21167710423469543,-0.014931167972989101,-0.07072913646697998,-0.29175615310668945,-0.05714101207793476,-0.06428974866867065,-0.24012154340744019,-0.06418669459760906,-0.05473792552947998,-0.18316292762756348,-0.056600159531242866,-0.006011545658111572,-0.2234092652797699,-0.02476133455873253,-0.0103074312210083,-0.31005650758743286,-0.0503657744580579,-0.013574481010437012,-0.3671399652957916,-0.05900005114615681,-0.018797338008880615,-0.4175640046596527,-0.05905784902513744
I,-0.06529486179351807,-0.014829635620117188,-0.024885268871912558,-0.12287288904190063,-0.06344163417816162,-0.0433209296215864,-0.15211594104766846,-0.12462300062179565,-0.06371811590088328,-0.15614980459213257,-0.19281131029129028,-0.07884440383804758,-0.12135720252990723,-0.17368710041046143,-0.00661991163087805,-0.13882750272750854,-0.2449532151222229,-0.04120665228856524,-0.12127745151519775,-0.21545320749282837,-0.0608818586815687,-0.10180532932281494,-0.16666585206985474,-0.06688913515699824,-0.08181148767471313,-0.19563519954681396,-0.00822445935500582,-0.09486722946166992,-0.2575604021549225,-0.052711008106598456,-0.07619327306747437,-0.19106769561767578,-0.07144865206373652,-0.06214296817779541,-0.13094741106033325,-0.07306069693458994,-0.03940528631210327,-0.21086937189102173,-0.01576593703521212,-0.05530953407287598,-0.28464454412460327,-0.05694342589868029,-0.04755431413650513,-0.2279425859451294,-0.06204993463052233,-0.03900498151779175,-0.17050230503082275,-0.0532226730038019,0.003641366958618164,-0.21772319078445435,-0.02504064141703566,0.003253340721130371,-0.3022187352180481,-0.05009918472660502,0.004722714424133301,-0.35668304562568665,-0.057961048548349936,0.0030115842819213867,-0.4055684804916382,-0.057476328675875266
I,-0.05960017442703247,-0.014024138450622559,-0.025246330078118717,-0.11508297920227051,-0.06343674659729004,-0.043662021409147656,-0.14077794551849365,-0.12041252851486206,-0.06340294192301599,-0.14011788368225098,-0.182716965675354,-0.07766639302241174,-0.10943770408630371,-0.1759440302848816,-0.013400823350423252,-0.1242300271987915,-0.24131888151168823,-0.047195764731043255,-0.10837656259536743,-0.20016342401504517,-0.06605174998509256,-0.09268152713775635,-0.15034621953964233,-0.07216803590523568,-0.06936389207839966,-0.19340640306472778,-0.014665161732011711,-0.07920372486114502,-0.24660497903823853,-0.05773500586616365,-0.06701391935348511,-0.17501747608184814,-0.07472119341360894,-0.057891011238098145,-0.11489689350128174,-0.07611360261904565,-0.026503801345825195,-0.2039443850517273,-0.021407004918330585,-0.03765416145324707,-0.27096956968307495,-0.06111585954892007,-0.034838318824768066,-0.20869368314743042,-0.0643545226262745,-0.031383395195007324,-0.1502266526222229,-0.05509118596779672,0.014976799488067627,-0.2063734531402588,-0.029911501805656826,0.019672691822052002,-0.2870802879333496,-0.05479746917950479,0.0245169997215271,-0.33901190757751465,-0.06211780245172349,0.025864839553833008,-0.3874551057815552,-0.06147804344760743
I,-0.06151902675628662,-0.0118979811668396,-0.022418337482093875,-0.11854392290115356,-0.05976986885070801,-0.03927788564848811,-0.1485394835472107,-0.115348219871521,-0.05745460519480616,-0.1487048864364624,-0.17756801843643188,-0.070249856057643,-0.11214339733123779,-0.16660195589065552,-0.011368413995086257,-0.1293913722038269,-0.23390144109725952,-0.043351676854371135,-0.11683136224746704,-0.19217771291732788,-0.060450457575797145,-0.10158777236938477,-0.14200133085250854,-0.06580917591142565,-0.07385838031768799,-0.18460649251937866,-0.012986997681736057,-0.08796185255050659,-0.23949068784713745,-0.05387768948364169,-0.07806247472763062,-0.17033767700195312,-0.06980472857046038,-0.06758397817611694,-0.11313962936401367,-0.0709822928338042,-0.03232550621032715,-0.19602328538894653,-0.019730788263558452,-0.04756194353103638,-0.2613726258277893,-0.05683977955865771,-0.04822492599487305,-0.20289748907089233,-0.06070436591195971,-0.04630708694458008,-0.1487044095993042,-0.0528424909143439,0.00837719440460205,-0.19958096742630005,-0.027926328199981754,0.012599527835845947,-0.2789704203605652,-0.051971484514950816,0.016762495040893555,-0.32897740602493286,-0.06021866256284625,0.01728004217147827,-0.3762389123439789,-0.060688447746514385
I,-0.06682813167572021,-0.014872968196868896,-0.02087086744418798,-0.12644153833389282,-0.06877976655960083,-0.036429972646743636,-0.15801095962524414,-0.13057786226272583,-0.05427543565443216,-0.16756737232208252,-0.19753926992416382,-0.06712169691732583,-0.11624807119369507,-0.1738121509552002,-0.0030604459140306517,-0.13908767700195312,-0.24931585788726807,-0.036141266373903136,-0.13921713829040527,-0.22355759143829346,-0.054250632671625,-0.13111776113510132,-0.17584645748138428,-0.05983662351778207,-0.07964491844177246,-0.1953209638595581,-0.00608740633165894,-0.10260945558547974,-0.2607607841491699,-0.049443395135909896,-0.09916698932647705,-0.19666165113449097,-0.06724983200243173,-0.08871757984161377,-0.1379472017288208,-0.06851212426832376,-0.03897339105606079,-0.20931267738342285,-0.014907260684282164,-0.061396121978759766,-0.2860713005065918,-0.05364897966197191,-0.06799298524856567,-0.2287294864654541,-0.0591620255987948,-0.06746715307235718,-0.1721707582473755,-0.05182557299545465,0.003210127353668213,-0.21454471349716187,-0.025327491832882743,0.007091343402862549,-0.2982681393623352,-0.05054666966012178,0.009985208511352539,-0.3520680069923401,-0.060675096956998686,0.010009229183197021,-0.40303632616996765,-0.06227522089889703
I,-0.07142776250839233,-0.016030430793762207,-0.021989506375618362,-0.13457787036895752,-0.07561862468719482,-0.03777746547443428,-0.17017173767089844,-0.1430400013923645,-0.056472547989912414,-0.1803099513053894,-0.21494516730308533,-0.07049846712929764,-0.1294471025466919,-0.17900091409683228,0.0007010033613852329,-0.15514153242111206,-0.25827479362487793,-0.033714615446157836,-0.14919841289520264,-0.24626025557518005,-0.054415513467617416,-0.1348535418510437,-0.2017020583152771,-0.060678110164232635,-0.08932507038116455,-0.20399776101112366,-0.0026865363443420165,-0.11301326751708984,-0.27666348218917847,-0.046118852388687515,-0.10502177476882935,-0.22297731041908264,-0.06728805665356674,-0.09383469820022583,-0.16371101140975952,-0.07078816060406723,-0.046186625957489014,-0.22279763221740723,-0.012260765474863433,-0.06832695007324219,-0.31187188625335693,-0.05188585881573715,-0.06833899021148682,-0.26370102167129517,-0.060507454615660095,-0.06228750944137573,-0.2065233588218689,-0.054897018414564513,-0.0017085671424865723,-0.2321767508983612,-0.02357519109231987,-0.002161741256713867,-0.32355231046676636,-0.048025254797764205,-0.002286255359649658,-0.3841401934623718,-0.058358312290735626,-0.003680706024169922,-0.436300665140152,-0.06016356561762848
I,-0.06956374645233154,-0.020367860794067383,-0.02802988968851139,-0.13097161054611206,-0.08290231227874756,-0.046446577534695166,-0.1629701852798462,-0.15907812118530273,-0.06635353423716595,-0.16155481338500977,-0.23474621772766113,-0.0812188506877618,-0.13426697254180908,-0.19028332829475403,-0.006164604221154946,-0.15549027919769287,-0.2702760100364685,-0.04265676893355419,-0.13549911975860596,-0.2648584246635437,-0.06458413310410549,-0.1087532639503479,-0.22967925667762756,-0.072138656750937,-0.09079647064208984,-0.2183496356010437,-0.0067874345748322185,-0.10525518655776978,-0.291741281747818,-0.05346365355016758,-0.08188289403915405,-0.23451852798461914,-0.0745778799808221,-0.06451129913330078,-0.17741486430168152,-0.07762256719233562,-0.0443384051322937,-0.23725086450576782,-0.013707385287304419,-0.059767186641693115,-0.3263486623764038,-0.057072848901768225,-0.04958677291870117,-0.2793773114681244,-0.06448305852772762,-0.039102792739868164,-0.22380918264389038,-0.05709148652913143,0.0033347606658935547,-0.2439417541027069,-0.022631588280816572,0.004348933696746826,-0.3362135887145996,-0.04871843837263157,0.007146120071411133,-0.3966539353132248,-0.05758477829458286,0.00678861141204834,-0.4484572112560272,-0.057917022035141486
I,-0.058842360973358154,-0.029632568359375,-0.0258425122196968,-0.11282342672348022,-0.09833979606628418,-0.041762890487461846,-0.12189584970474243,-0.18188923597335815,-0.059519084363728325,-0.08213835954666138,-0.23454272747039795,-0.07038853150561408,-0.11728405952453613,-0.2061786651611328,-0.004468922696560185,-0.13180261850357056,-0.2675638496875763,-0.03801263329341964,-0.1081816554069519,-0.201099693775177,-0.054708423286228935,-0.09120595455169678,-0.15922236442565918,-0.05954186078861312,-0.07260310649871826,-0.2254076600074768,-0.0048251796583826945,-0.0803443193435669,-0.2815069854259491,-0.04812417757466392,-0.06219273805618286,-0.19479095935821533,-0.06067488920643882,-0.050628662109375,-0.14163482189178467,-0.05685285311892585,-0.02682030200958252,-0.23478859663009644,-0.011460272788553993,-0.0338747501373291,-0.29609835147857666,-0.051748415648489754,-0.028889119625091553,-0.2114325761795044,-0.04916170445039825,-0.025252461433410645,-0.14754843711853027,-0.0331371856923397,0.01687544584274292,-0.2362392544746399,-0.020456684946566384,0.011603355407714844,-0.3191167712211609,-0.040645925521403115,0.011110186576843262,-0.37451672554016113,-0.04337508809521751,0.008688092231750488,-0.4301573634147644,-0.038978940069227974
I,-0.052357256412506104,-0.02591526508331299,-0.028123700437134858,-0.10010421276092529,-0.08660370111465454,-0.045101433438247795,-0.10393780469894409,-0.15772885084152222,-0.0626848707022134,-0.0638965368270874,-0.20324832201004028,-0.07363954131025707,-0.09599065780639648,-0.19770050048828125,-0.010652448427862282,-0.10793280601501465,-0.24530911445617676,-0.0413366140844289,-0.09114795923233032,-0.18091118335723877,-0.05515756775159275,-0.07729119062423706,-0.1434164047241211,-0.058781761121935006,-0.05444139242172241,-0.20997190475463867,-0.008950027083045597,-0.060769617557525635,-0.24908781051635742,-0.050574737978166695,-0.04933518171310425,-0.16386562585830688,-0.061291351360267754,-0.04156452417373657,-0.11319959163665771,-0.057103562545961495,-0.012407422065734863,-0.21388256549835205,-0.013368955259210225,-0.017144978046417236,-0.25812816619873047,-0.05497665275353825,-0.01738286018371582,-0.1759786605834961,-0.054665084374136086,-0.016428351402282715,-0.1163516640663147,-0.040243159425443764,0.02833402156829834,-0.21209073066711426,-0.019813568708485718,0.033598482608795166,-0.2874111533164978,-0.04233575184363758,0.039984047412872314,-0.3381999135017395,-0.04759896863717472,0.043730854988098145,-0.3903581202030182,-0.04490026776213085
I,-0.06391406059265137,-0.02431952953338623,-0.02188817564740475,-0.1297760009765625,-0.09279358386993408,-0.03639141809537705,-0.14431697130203247,-0.17757302522659302,-0.0532520074804097,-0.10098975896835327,-0.23382216691970825,-0.06333101507618721,-0.12121075391769409,-0.22143232822418213,-0.0018966188828244412,-0.14326363801956177,-0.27645719051361084,-0.03567221727564629,-0.12498563528060913,-0.20438063144683838,-0.05225203153088387,-0.10557907819747925,-0.160555899143219,-0.057604968215969166,-0.07558220624923706,-0.23809093236923218,-0.004886675294187626,-0.09338724613189697,-0.28519487380981445,-0.05073663186624344,-0.08131754398345947,-0.18906378746032715,-0.06310876425698098,-0.06831163167953491,-0.1285179853439331,-0.05878342654898461,-0.02765136957168579,-0.2445286512374878,-0.01434437711134251,-0.04556143283843994,-0.2978481948375702,-0.05841907080605324,-0.045871734619140625,-0.20854049921035767,-0.057171132083681186,-0.04165095090866089,-0.14099258184432983,-0.04165309634402092,0.019960999488830566,-0.2426888346672058,-0.025573094974902233,0.02176767587661743,-0.3310200572013855,-0.05023660105064209,0.025696098804473877,-0.3893378973007202,-0.05631669950082596,0.026608288288116455,-0.4493381083011627,-0.054207030351903995
I,-0.07516688108444214,-0.03865671157836914,-0.026302848309683213,-0.1470775008201599,-0.1192750334739685,-0.04516193859319628,-0.16105127334594727,-0.22071945667266846,-0.06721366412978114,-0.10853338241577148,-0.2947044372558594,-0.08154251642565669,-0.14145410060882568,-0.2515333592891693,-0.0015646002212861276,-0.16490191221237183,-0.3190896213054657,-0.041365010962294946,-0.13863849639892578,-0.23819059133529663,-0.06222767226438464,-0.11763197183609009,-0.18510079383850098,-0.0695793501291746,-0.08848422765731812,-0.27508753538131714,-0.005160467997598062,-0.10420125722885132,-0.33687281608581543,-0.05826659716706217,-0.0844348669052124,-0.2255185842514038,-0.07378953166346491,-0.06887549161911011,-0.15143358707427979,-0.06991341926197947,-0.03341066837310791,-0.2879196107387543,-0.016329452693867097,-0.051525652408599854,-0.36253681778907776,-0.06519749231676997,-0.048379361629486084,-0.2585536241531372,-0.06262961991171778,-0.04239147901535034,-0.17413252592086792,-0.044568265155362496,0.02061009407043457,-0.29087740182876587,-0.02991589374880732,0.021128475666046143,-0.39864644408226013,-0.05638135068159045,0.02314162254333496,-0.4691145718097687,-0.06200053013901652,0.02074068784713745,-0.5379093587398529,-0.05909003905992449
I,-0.07194042205810547,-0.031241297721862793,-0.027765700483314504,-0.14625394344329834,-0.1096036434173584,-0.04622882779835891,-0.16620653867721558,-0.21194905042648315,-0.06729138072728347,-0.1172565221786499,-0.28852343559265137,-0.08061025466918181,-0.14036816358566284,-0.2481951117515564,-0.0033489718396140233,-0.16647011041641235,-0.3226913511753082,-0.043354151660196294,-0.14408260583877563,-0.24269244074821472,-0.062227675580970754,-0.12253463268280029,-0.19002628326416016,-0.06784165080784987,-0.0872235894203186,-0.2725257873535156,-0.005068775621793975,-0.1050226092338562,-0.3302924931049347,-0.05659607973097991,-0.08907288312911987,-0.22177493572235107,-0.07034351106881331,-0.074587881565094,-0.1572355031967163,-0.06618607964514922,-0.03006899356842041,-0.28608083724975586,-0.014646512345962037,-0.04640465974807739,-0.3611966669559479,-0.06703217502831649,-0.047398388385772705,-0.2557477355003357,-0.06542527850865554,-0.044599056243896484,-0.17671042680740356,-0.04757215630411338,0.026300370693206787,-0.2898922562599182,-0.02613912325500678,0.029254138469696045,-0.3938765525817871,-0.05692704197167586,0.032522618770599365,-0.46087609231472015,-0.06447425659894179,0.03172111511230469,-0.5314050018787384,-0.06218115415572356
